CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:04Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,213.55.241.30,console.amazonaws.com,,[],8521876a-576f-443a-bf4b-ec3d79dd13b8,87f4e221-cf59-4e67-8d92-a4d9c1df8f78,true,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:04Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,213.55.241.30,console.amazonaws.com,,[],4fb8ffed-372a-42e1-858c-3aa7fb9240ed,adf7e7e2-2237-41cf-b734-738846c2223a,true,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:03Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,213.55.241.30,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",4e227fdd-c0f4-486e-a141-db64b5373692,2e92d2d6-5320-4962-8258-2a6c53018255,false,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:03Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,213.55.241.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-853001741663-d7a3a68b""}]",082DC33C572ED491,586ef292-4e19-49b4-8940-6bccc5f783dc,false,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:03Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,213.55.241.30,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:853001741663:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-853001741663-d7a3a68b""}]",81d4a50e-05e4-4467-9adb-b7d1f0c3dde2,796c1326-972f-4877-ad96-ae7b7a40e46d,false,AwsApiCall,853001741663,
,,2020-09-09T22:35:03Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],8E41233934D1F015,ea0245f2-4d1f-4e04-a8d4-db8d6f282f41,true,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:35:03Z,s3.amazonaws.com,CreateBucket,us-east-1,213.55.241.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-853001741663-d7a3a68b""}]",D9FF24D5EE8E246E,ef37d0d9-dee9-4cda-b525-9f3fb570ca80,false,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:34:40Z,organizations.amazonaws.com,DescribeOrganization,us-east-1,213.55.241.30,console.amazonaws.com,AccessDenied,[],cc27b2aa-8a1e-4c73-8163-ed098546d56a,28e87f87-b143-42af-950b-1298fd118186,,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYBGZXKPN,2020-09-09T22:34:40Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,213.55.241.30,console.amazonaws.com,AccessDenied,[],098a616f-4086-47d4-9a4d-d2ece92443dd,d2f8ff16-0c80-441f-95e1-797542d9c36b,,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:34:38Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,213.55.241.30,console.amazonaws.com,,[],6c96032e-95db-43ee-a506-8b99c580f84d,1049840c-7025-4320-961e-44bf70786775,true,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYK4RUTUC,2020-09-09T22:34:38Z,s3.amazonaws.com,ListBuckets,us-east-1,213.55.241.30,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,[],214F59C9712CD4F9,ec8d3b6c-37a7-45cc-be23-606e192b5245,true,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPYBGZXKPN,2020-09-09T22:34:36Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,213.55.241.30,console.amazonaws.com,AccessDenied,[],6138b15f-e741-4467-bea8-abe4973f64df,c04a14bd-447b-4112-8ccc-0b866fad0996,,AwsApiCall,853001741663,
CloudTrail,ASIA4NGW5UVPZWEVAPPO,2020-09-09T22:34:34Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],a8562ef6-a11d-4970-9fbc-40c3fae91365,827e7964-3bfd-4614-b281-94a404c1c42d,false,AwsApiCall,853001741663,
,,2020-09-09T22:34:24Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],11B1DD3D80E70ADB,cfcc7da3-965b-4412-bb42-a4644aaf0dbc,true,AwsApiCall,853001741663,
CloudTrail,,2020-09-09T22:34:21Z,signin.amazonaws.com,ConsoleLogin,us-east-1,213.55.241.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,[],,cb8b9c50-cbeb-4c8f-9d1e-8d4871515adb,,AwsConsoleSignIn,853001741663,
